image_name,color_bias,color_balance,white_R,white_G,white_B,mean_brightness_normalized,kurtosis_normalized,dark_ratio_normalized,lap_var,entropy_value,reblur_value
image_001.png,0.37224119901657104,0.5978591721132898,0.11947254901960784,0.6403149019607843,0.8058023529411765,0.41562348583877995,0.6537378430366516,0.1096833348274231,0.6643345025318208,0.8503848314285278,0.021637233115468408
image_002.png,0.11202949285507202,0.21649958014761128,0.4250301960784314,0.6635419607843137,0.5176427450980392,0.5296270630466061,0.2581639289855957,0.04145254194736481,0.0689349684493318,0.9222860336303711,0.013135477281320742
image_003.png,0.3285749554634094,0.3295135394133929,0.04125843137254902,0.34730235294117645,0.2791698039215686,0.3396363594073454,0.4688006639480591,0.4408113956451416,0.11644038882882546,0.9375377893447876,0.014529165212941642
image_004.png,0.20759683847427368,0.09475554874727668,0.023089411764705883,0.14958823529411766,0.14248745098039214,0.16572237540849674,1.373732089996338,0.7682204842567444,0.015422364806657953,0.7696236968040466,0.008062329793028322
image_005.png,0.08168226480484009,0.4899590901960785,0.1749219607843137,0.3974686274509804,0.6496513725490196,0.4029871058823529,0.7625095844268799,0.03614399954676628,0.05436467723764627,0.8173067569732666,0.008663796078431372
image_006.png,0.7830384969711304,0.47018695439417385,0.03324,0.5597250980392157,0.2957635294117647,0.4006016120605191,0.5100308060646057,0.06367528438568115,0.09739661475545192,0.8659221529960632,0.013714377869901834
image_007.png,0.8787658214569092,0.6772330490918727,0.007153333333333334,0.34476156862745094,0.628501568627451,0.34707499156910926,0.3726826608181,0.19444717466831207,0.021886569991512176,0.8717429041862488,0.007916288480994363
image_008.png,0.8672897815704346,0.6971672443105511,0.001683529411764706,0.47736666666666666,0.8247403921568627,0.36646744820281785,1.6779685020446777,0.11187247186899185,0.08261617362539343,0.8131043910980225,0.007762763106487925
image_009.png,0.06974023580551147,0.5670500948766604,0.14112196078431372,0.6359501960784314,0.6392521568627451,0.35939446552814674,12.646300315856934,0.0028709678445011377,0.03674096740478668,0.7691876888275146,0.013359962049335863
image_010.png,0.13033270835876465,0.2216386855983773,0.4905250980392157,0.7267470588235294,0.7709992156862746,0.5618696984448952,0.38012924790382385,0.0,0.04589285758620396,0.8301191329956055,0.006125240027045301
image_011.png,0.8585011959075928,0.4344399775590189,0.3757513725490196,0.8895776470588235,0.9709874509803922,0.3407835271418063,0.4847743809223175,0.37232378125190735,0.03708583675251696,0.947046160697937,0.007892293347585224
image_012.png,0.6652334928512573,0.6545063259574244,0.01640862745098039,0.23709607843137254,0.6216019607843137,0.313371879675565,1.2524389028549194,0.2597021460533142,0.5652491800364778,0.8563225865364075,0.01863679992300356
image_013.png,0.08120894432067871,0.330436783978401,0.30405921568627453,0.5852039215686274,0.5618149019607843,0.46937221931261924,0.42851758003234863,0.05020550638437271,0.2654578024406642,0.9191945195198059,0.03275533602457203
image_014.png,0.07780754566192627,0.01799303002450979,0.42413686274509804,0.34303098039215685,0.36590823529411765,0.45952980749591504,0.40126368403434753,0.0042317709885537624,0.478398103305806,0.8755696415901184,0.031679023692810455
image_015.png,0.12232297658920288,0.09760894097222217,0.3380741176470588,0.4314545098039216,0.5332450980392156,0.504971941380719,1.1807518005371094,0.0,0.20455803001377312,0.8188296556472778,0.019297819648692812
image_016.png,0.9012895822525024,0.3970420766991007,0.0034866666666666666,0.47643529411764707,0.593096862745098,0.3630201691422183,0.3581777513027191,0.2107759565114975,0.5556261924208651,0.9137321710586548,0.02288421728340459
image_017.png,0.22906649112701416,0.16598897058823528,0.3230145098039216,0.4914439215686275,0.6356811764705883,0.5100185738357843,2.6202797889709473,0.0,0.13024804925944014,0.7586376667022705,0.01497369025735294
image_018.png,0.12510961294174194,0.09681181066176472,0.0477678431372549,0.08248784313725491,0.11615843137254903,0.18307077205882355,0.6914942860603333,0.7501421570777893,0.09629612743631527,0.7849822044372559,0.014780356413398693
image_019.png,0.10373026132583618,0.0762244561887255,0.08744156862745098,0.1361286274509804,0.19942274509803923,0.12038540390114379,5.609441757202148,0.9981293678283691,0.001933612189906321,0.5766515135765076,0.001177662037037037
image_020.png,0.06777834892272949,0.01674011948529412,0.011982745098039217,0.01607686274509804,0.031135686274509806,0.09929514739923748,4.8751654624938965,0.8956000208854675,0.014131556996888289,0.7376130223274231,0.005398663024237473
image_021.png,0.06207698583602905,0.03177376514842047,0.08909215686274509,0.13331372549019607,0.1437992156862745,0.16251515267565358,0.9539012312889099,0.781201183795929,0.03426283308348361,0.8432034850120544,0.010537385961328976
image_022.png,0.20114654302597046,0.14404003267973858,0.34507372549019605,0.49218039215686277,0.6203615686274511,0.5042033930759804,1.9615627527236938,0.0,0.14459515552262198,0.7725934386253357,0.015522301368464051
image_023.png,0.07742726802825928,0.01622662632761437,0.025402745098039213,0.024912549019607842,0.04398588235294118,0.1641888574005991,1.6111092567443848,0.772167980670929,0.11194812824927315,0.8419209718704224,0.015093392565359477
image_024.png,0.014764785766601562,0.03579364957788668,0.13807882352941175,0.14320627450980392,0.1351380392156863,0.25398260910266884,0.45184361934661865,0.4916200041770935,0.03644994464896756,0.8677588105201721,0.013063231889978214
image_025.png,0.10390615463256836,0.03179139008033769,0.015887450980392157,0.010027058823529413,0.00985843137254902,0.13276294424019608,3.7273340225219727,0.7983908653259277,0.009343606770715596,0.7902641892433167,0.00645088677832244
image_026.png,0.14565032720565796,0.011492698120915011,0.56772,0.584336862745098,0.5822003921568627,0.5486208512050654,0.3984748125076294,0.0,0.55930538036499,0.8563929796218872,0.02962335324754902
image_027.png,0.3408743143081665,0.19325290202886708,0.24316901960784312,0.46041176470588235,0.5181419607843137,0.3094343554261983,0.47346231341362,0.36313366889953613,0.0128350046942393,0.8672994375228882,0.008092490468409586
image_028.png,0.18488049507141113,0.15534138412309367,0.07245725490196078,0.1411337254901961,0.15449607843137256,0.3296438929738562,0.5773423314094543,0.4013650119304657,0.09695050186020532,0.9157776832580566,0.016497225626361654
image_029.png,0.255892813205719,0.14915343320163885,0.1424662745098039,0.16186235294117648,0.17430941176470588,0.312879280070237,1.2884308099746704,0.37504199147224426,0.271494512303491,0.8781131505966187,0.022459833187006145
image_030.png,0.10378885269165039,0.19349983404820262,0.337701568627451,0.5027580392156863,0.6673490196078432,0.5106639348447712,1.6576504707336426,0.0,0.22096909761826197,0.755036473274231,0.01786347273284314
image_031.png,0.09145820140838623,0.015479345383986957,0.6192196078431373,0.5758007843137254,0.5571776470588236,0.5228471073325164,0.3469250202178955,0.0,0.7977163473280163,0.871953010559082,0.035894199346405226
image_032.png,0.06273913383483887,0.14567913432734209,0.2775109803921568,0.4062827450980392,0.4267650980392157,0.30934487762118734,0.5602666735649109,0.2928439676761627,0.03148901144731192,0.8883540630340576,0.012695886948529411
image_033.png,0.8533438444137573,0.4610804998077663,0.007562745098039216,0.4552980392156863,0.5149298039215686,0.33319942329873126,0.5324952006340027,0.15265686810016632,0.08573165277643593,0.8347190618515015,0.01915014609765475
image_034.png,0.08579885959625244,0.1160332541870915,0.3577968627450981,0.5284682352941177,0.6323909803921569,0.4869671926062092,0.4587670564651489,0.0,0.2548184142682288,0.8287484049797058,0.021842230902777777
image_035.png,0.15697938203811646,0.28192024101307184,0.28165686274509805,0.42685411764705883,0.6422631372549019,0.4774148539624183,1.6628018617630005,0.0,0.12754868116886353,0.7717657685279846,0.012891684538398692
image_036.png,0.019863009452819824,0.07933662683823525,0.43930980392156865,0.5305415686274509,0.5931745098039216,0.5225478707107843,0.4548059403896332,0.0,0.24888796465042964,0.8251640200614929,0.022787007250816994
image_037.png,0.052922189235687256,0.4390990859885621,0.1990713725490196,0.5319192156862745,0.7357988235294118,0.4962249412785948,0.9781815409660339,0.0,0.18405951168785098,0.7922396063804626,0.015185585171568627
image_038.png,0.11544990539550781,0.10347874540441175,0.41977882352941176,0.4559541176470588,0.5245301960784314,0.5268003344566994,0.38020190596580505,0.0,0.27116825319400367,0.8454291224479675,0.021457784415849675
image_039.png,0.9038867950439453,0.6926886274509804,0.004954117647058824,0.595352156862745,0.8282729411764705,0.40615347943098806,0.42191052436828613,0.07338627427816391,0.022102737343935988,0.8347571492195129,0.008028619761630142
image_040.png,0.12720012664794922,0.4526330792479593,0.07449450980392157,0.6276364705882354,0.6666764705882353,0.4702749522573257,2.7319858074188232,1.6592002793913707e-06,0.24806838938348583,0.7856730222702026,0.018492209892086917
image_041.png,0.42749160528182983,0.2950462390015926,0.16844117647058823,0.5065298039215687,0.5762764705882353,0.3373676448830753,0.5460291504859924,0.31648358702659607,0.12564412810361322,0.8803666830062866,0.012848650600941664
image_042.png,0.12889689207077026,0.16636020475898694,0.26778313725490194,0.37815607843137256,0.5402886274509804,0.47073706852532676,0.47472867369651794,0.0,0.25856526907678173,0.853829562664032,0.020936146854575163
image_043.png,0.885489821434021,0.589972467880306,0.005210980392156863,0.36676274509803924,0.29169450980392153,0.4037513116339609,0.6512524485588074,0.06756233423948288,0.017309848014934744,0.8401772975921631,0.006728534614147298
image_044.png,0.4656776189804077,0.5327445866974241,0.31254901960784315,0.7961078431372549,0.6641474509803921,0.44828054978854287,1.4025307893753052,0.005931372754275799,0.2657604008018443,0.8002803325653076,0.013861430219146481
image_045.png,0.1606273055076599,0.19363170189950976,0.2949745098039216,0.4181756862745098,0.5565364705882353,0.5243649407679739,0.38278844952583313,0.0,0.23906687675370109,0.8400858044624329,0.02121811172385621
image_046.png,0.1732335090637207,0.17313528901143793,0.30625294117647056,0.44783725490196075,0.5642149019607843,0.4898546900531046,0.4134291410446167,0.008167318068444729,0.20270773033137854,0.8386377096176147,0.02007044015522876
image_047.png,0.8566765785217285,0.5598266441993465,0.0041231372549019605,0.4967635294117647,0.5424796078431373,0.3923887867647059,0.6469570994377136,0.0009049479267559946,0.3105489363402896,0.8216749429702759,0.0212804585375817
image_048.png,0.06882619857788086,0.12667066227532683,0.4079537254901961,0.5339509803921568,0.6232886274509805,0.513075035743464,0.5155196189880371,0.0,0.2794182457213931,0.8382133841514587,0.022427466299019608
image_049.png,0.38204073905944824,0.40916876872276686,0.41717960784313723,0.49432509803921565,0.09910941176470588,0.4013334524782135,0.6611344814300537,0.024558376520872116,0.12710051755729837,0.8238914012908936,0.007039424189814815
image_050.png,0.12089228630065918,0.4348095001021242,0.4200619607843137,0.4920294117647059,0.1013278431372549,0.43440776484204796,1.432113766670227,5.425347262644209e-05,0.0766825769657547,0.7949655055999756,0.0052146692878540304
image_051.png,0.06602728366851807,0.14323983438861657,0.5171643137254902,0.6420709803921569,0.6143643137254903,0.5802913773148148,0.2170485258102417,0.0,0.05844416660109157,0.898370087146759,0.020900254459422656
image_052.png,0.11121350526809692,0.10777832244008718,0.519338431372549,0.6884839215686275,0.7081235294117646,0.5486377527573529,0.23232154548168182,0.002069227397441864,0.06966704534571966,0.9190315008163452,0.023384906045751636
image_053.png,0.06831526756286621,0.15616564116966236,0.442998431372549,0.5731823529411765,0.5705270588235294,0.5418424138752723,0.8038327693939209,0.0058930120430886745,0.022640068340385105,0.7985730767250061,0.012092026654411765
image_054.png,0.055486321449279785,0.11215575639978213,0.34829019607843137,0.3987737254901961,0.4503964705882353,0.47995300585511985,0.6004101634025574,0.0,0.025118435430728062,0.8632829785346985,0.01184559249046841
image_055.png,0.2813137173652649,0.28838771020561,0.43178196078431375,0.46822823529411767,0.11757019607843137,0.35074077052696073,0.7461009621620178,0.055027127265930176,0.021918664211130718,0.7703378200531006,0.004574120880991285
image_056.png,0.12470054626464844,0.26003682427832236,0.32059960784313724,0.4270674509803921,0.1739470588235294,0.373277518212146,1.6264382600784302,0.05688584968447685,0.020704193793203797,0.7936983108520508,0.003336448120915033
image_057.png,0.2782224416732788,0.18745702699482572,0.4219878431372549,0.4429976470588235,0.27080941176470585,0.45043649577886713,0.7741383910179138,0.006357422098517418,0.23341610025497242,0.8319333791732788,0.008094988255718954
